LP,Address,Description,TLAND balance,TLAND staked,Advisors Vesting,Private Vesting,Subme Vesting,STT Vesting,TLAND SUM,LP SUM (balance + staked),TLAND TOTAL,,LP MULTIPLIER
4126,terra1fqrwc5urk3fkj70zems9n4tr0wpdhnf8umpqll,,0,11030017,0,0,0,0,11030017,0,11030017,,
4127,terra1fqt4900qfhq6ga6jq594kpjmay02y80nh3xqqh,,0,1008177799,0,0,0,0,1008177799,311717358,2327565916,,
4128,terra1fqvds5c4gr48tq4tapupyyvwep6dct0hhyya2c,,816529567,0,0,0,0,0,816529567,0,816529567,,
4129,terra1fqvxz39ajlq3yp73rqjl8nvltd2h6hz7kz6qsx,,2492873,0,0,0,0,0,2492873,0,2492873,,
4130,terra1fqwu6wzqda0mc9m458fpxhxummlrmdnw582z3d,,0,0,0,0,0,0,0,0,0,,
4131,terra1fr20s9mz8ce5nu67je53c25zwe7269g6mf8zws,,0,0,0,0,0,840909176,840909176,0,840909176,,
4132,terra1fr2qlm3aalrycxs8k07404x8tllygk7m5s7aqu,,0,0,0,0,0,690103279,690103279,0,690103279,,
4133,terra1fr4vrytygn5zqhzz6wps8z5nhnnqmzqu33hymn,,0,0,0,0,0,59996545,59996545,0,59996545,,
4134,terra1fr9v8gwr2hvn38q9uaaguwc7kduaywzwc7rv6n,,725500901,6503,0,0,0,0,725507404,0,725507404,,
4135,terra1frdl06v8gusw37ljn8306p46zx9drx94za5c58,,82809320,0,0,0,0,0,82809320,0,82809320,,
4136,terra1frgaezrh9j96z32rlg95qe8q7tj43r9as9rdz2,,449100276,0,0,0,0,0,449100276,0,449100276,,
4137,terra1frgm7rza3d7kr6mes30gn0kh6qmp5vaflvhwuq,,0,0,0,0,0,0,0,0,0,,
4138,terra1frhljzyjr7j38l82uyeazpzjj6zws64j24kwxu,,0,24098600,0,0,0,0,24098600,0,24098600,,
4139,terra1frps45tyk8qwfweuc302gk4m95wvcnttcndw0h,,16304519039,0,0,0,0,0,16304519039,76670,16304843556,,
4140,terra1frq8h8xy3yytcgajmee443p2fmh2jlh78rwqmh,,0,0,0,20926093334,0,0,20926093334,0,20926093334,,
4141,terra1fruqcayryur9lt3rmxxhx6guwpslfqvpxg8jea,,70,0,0,0,0,2306,2376,0,2376,,
4142,terra1fs0ecs255u6scdzlstqnvcrw7dma855jx3gs28,,0,0,0,0,0,0,0,0,0,,
4143,terra1fs2d30kchvq42s9cr3sghufxpphfhkyyjakcsp,,3611454,0,0,0,0,0,3611454,0,3611454,,
4144,terra1fskd75k4rufc6x0ng4f9eeccx6mthwckuj9pyf,,0,6111410059,0,0,0,56157281,6167567340,0,6167567340,,
4145,terra1fsnlf76cuenpy3uaz637nf2alngd9ztydm0w6s,,4463576659,0,0,0,0,0,4463576659,0,4463576659,,
4146,terra1ft5uj4rer32pqcxklscx92jc3a0ufaqd9065a9,,0,39500000000,0,0,0,0,39500000000,0,39500000000,,
4147,terra1ft8sgsgtpv7r6tc39uym67cg9y27pvk5elnm6h,,0,468481796,0,0,0,0,468481796,0,468481796,,
4148,terra1ftklwe99qk3lp5pnlrdnjgm06hdkgmr52nx09t,,159786398,0,0,0,0,0,159786398,0,159786398,,
4149,terra1ftpnh43cp3szjnfu250j2lrdqmdss76gtt320h,,0,0,0,0,0,0,0,0,0,,
4150,terra1fttkje0c74p6pu04cc49p7zp4xfz6slhr7vvhe,,193163337,0,0,0,0,0,193163337,0,193163337,,
4151,terra1fu76rpm2kmjl5nf4jt8xe9ke9wj4w7g77pdphj,,0,0,0,0,0,0,0,124517829,527039447,,
4152,terra1fu8amrep3aak4rt3969w4g4qq6m2hm9wu3wqwx,,0,0,0,0,0,0,0,0,0,,
4153,terra1fugjxulk4gz3csw2vuhw7zghzf22nd9r0vhxr3,,0,0,0,0,0,0,0,0,0,,
4154,terra1furfcs253zxttjdzyu9ymf8s3d6jtqe53jtvzt,,0,0,0,0,0,476398767,476398767,41110,476572771,,
4155,terra1fushcnnc9k7dtyqthnerc73uhc8gg92v4z8say,,0,3392370,0,0,0,0,3392370,0,3392370,,
4156,terra1fuz47jdstqqa29hq780ppz7d0tetnhjq2p7kgl,,3162961430,0,0,0,0,459977157,3622938587,0,3622938587,,
4157,terra1fv86plnum3dzcx68ax2tvg0p0ck9l6qtu6k4t6,,0,0,0,0,0,0,0,0,0,,
4158,terra1fv8ky2qn7tq62e8s4rnk64h2gk7xxapqtv4at0,,2788780400,0,0,0,191595600,0,2980376000,0,2980376000,,
4159,terra1fva9w5zmkkkqvsjny00eek4y0cmzvlxr6awn7p,,0,0,0,0,0,0,0,0,0,,
4160,terra1fvfa209cy8qn9mqq2s2ml4facaqp4r6a0ynfyk,,130,0,0,0,0,0,130,0,130,,
4161,terra1fvnel9kykqprvk0l97gg9sxn7ldk3x4zva2vz0,,0,0,0,0,0,0,0,0,0,,
4162,terra1fvpsvfxa4smjvd89cmgwj7r3jtt0z8xg5j52ts,,0,0,0,0,0,0,0,0,0,,
4163,terra1fvtury9y7a72rmu0tnhwgj369jgd996xmd2jyf,,0,0,0,0,0,0,0,0,0,,
4164,terra1fvzue9ltl9hfeh7ag49gh3qkeh5sq9tarjqpfx,,20,0,0,0,0,0,20,2783321,11780823,,
4165,terra1fw2fl00qr6698f6nahln08vvr5u6y4rydx4wxf,,4240,0,0,0,0,0,4240,0,4240,,
4166,terra1fw30zwc7s0qgnhr2c6duq3vw76vxy8hsy22pf2,,268998424,0,0,0,0,1094,268999518,0,268999518,,
4167,terra1fw4pm30ej9vl2748zkq8n2mvvfr2mxejcqclm0,,9571517,0,0,0,0,0,9571517,0,9571517,,
4168,terra1fw8lqeaykfmznvh956q2d8lz8pffl6r08uheew,,60,0,0,0,0,0,60,0,60,,
4169,terra1fw99g5vurq403awkrndfyel4s2pavtuychq5tr,,305140652,0,0,0,0,0,305140652,0,305140652,,
4170,terra1fwlvmvphysmwc6c78frkcx7e063dlz9av565k7,,0,0,0,0,0,1358923,1358923,64850,1633410,,
4171,terra1fwmxqep3yjq9mqp7xwexcrhth9t2rtvmum9s7k,,561926313,0,0,0,0,1045481098,1607407411,0,1607407411,,
4172,terra1fwvdh2wmzp8q5rrzchwrxuzlr2fqxvzukjlq79,,0,0,0,0,0,0,0,0,0,,
4173,terra1fwvpwm6rt70jv43ma39kglscnry8g0zpys8v7y,,0,0,0,0,0,306935680,306935680,0,306935680,,
4174,terra1fwxvqxm826hc7hyn6strx3c9x66epkwdmlf7a9,,0,0,0,0,0,0,0,0,0,,
4175,terra1fx25ffvxnl6d7esdpef85uh7ysjpk4p5l7tkfj,,0,863163859,0,0,0,0,863163859,186241823,1651458902,,
4176,terra1fx476vyv32wn8hp658z6vfxwsa9e6g9h828rwu,,117244823,0,0,0,0,0,117244823,0,117244823,,
4177,terra1fxhndv28fs2t8w0qd7sjjzzzqr0ltht8qwxr2w,,0,0,0,0,0,0,0,0,0,,
4178,terra1fxjc7n08tl6uskwchmjyhry0xe3cnxx2hwtwyh,,681628322,293982852,0,0,0,378566684,1354177858,0,1354177858,,
4179,terra1fxpms0c0k66wt8qnrzvgu5fcuqa38ej4adj6ku,,76820,0,0,0,0,0,76820,0,76820,,
4180,terra1fxrfwhmv7eemld8f2703l7e72az7nk8rwhs9qg,,0,0,0,0,0,0,0,0,0,,
4181,terra1fxsfcvu6r3g9tr98xssvsa7tpd6y259tj850p0,,52965359,0,0,0,0,0,52965359,0,52965359,,
4182,terra1fxuh6sfyeda2xls09s49dxkhaf2ye79ed6va3f,,0,0,0,0,0,0,0,0,0,,
4183,terra1fxwnyw2rmacpfj0ly8k70ew209d4a8nlqt35vz,,0,0,0,0,0,0,0,0,0,,
4184,terra1fy4974j88r0ce5xs5fx785qm0glp04z8wrym4s,,4623366,0,0,0,0,0,4623366,0,4623366,,
4185,terra1fy9aav4aprfklwn3ev420xt8x7cz6y6g3td0g8,,0,0,0,0,0,0,0,0,0,,
4186,terra1fy9uyrtef52lfjaql73sa327vnfawg4mkxqdew,,0,0,0,0,0,0,0,0,0,,
4187,terra1fyak4enkfyp9ux9nacf7un5yyn8v6kh3e4j0n5,,0,0,0,0,0,176846899,176846899,0,176846899,,
4188,terra1fyal88m8suvnyrrhgzf6r5zkwrvd457046xked,,368990,0,0,0,0,338433870,338802860,0,338802860,,
4189,terra1fyeat58tktn4m35e2jmvjtcg0g2su6mvz3hs8j,,0,5972407034,0,0,0,695815001,6668222035,337166763,8095328383,,
4190,terra1fyeknxla0kfpt43ulm5dm3jaq5xt9geacm5teu,,335868179,0,0,0,0,0,335868179,0,335868179,,
4191,terra1fynl04vz5ap2pd6fus893eshuscgsddyewma2r,,0,0,0,0,0,0,0,0,0,,
4192,terra1fyqs66rnsxy456gl2ul0n3848ppfl8843z8t7a,,0,0,0,0,0,0,0,0,0,,
4193,terra1fyrrtu35n40d3u8uk2pr45vs8s8z8hnskkr6u6,,356772,0,0,0,0,0,356772,73144791,309952518,,
4194,terra1fyta2fpzn4jyunar3w84m79gyzcgumrz60hucq,,34196316,0,0,0,0,0,34196316,0,34196316,,
4195,terra1fyyrwnjce46wjgp9vclp2agdjm9f6ayywjc7av,,0,0,0,0,0,0,0,0,0,,
4196,terra1fyzhd34cjjm4gfxf3gv75g458eq6vyz2ntttna,,0,0,0,0,0,0,0,7167314,30336677,,
4197,terra1fz2qh54kquw9cxg8y5wsw73usfsn9ws2yddwwu,,157345,38500000,0,0,0,0,38657345,0,38657345,,
4198,terra1fz4r2czzlq0nhyql2wn42yn52yj38su9d0fyhx,,0,0,0,0,0,1189380,1189380,2091,1198230,,
4199,terra1fz5w47a7vxpa0835ungezy6a5vcagqgx8ngqmd,,0,0,0,0,0,0,0,0,0,,
4200,terra1fz68ze6l00747sjlpj5am0ash8pd9tvvv04ma0,,0,58190,0,0,0,169659478,169717668,0,169717668,,
4201,terra1fz9ur93duj900aqj7z2vkeenp04g6qz2rmwvxg,,352460,0,0,0,0,0,352460,0,352460,,
4202,terra1fzcmk0d9yaysw70f7uwm4q54tukzv79fx22fxm,,87590,0,0,0,0,0,87590,0,87590,,
4203,terra1fzejatmwtazh294mnl4qwh33ytxcd93mmv0wah,,0,0,0,0,0,0,0,0,0,,
4204,terra1fzj4c9n4nzfjrw4n9cn6axakyz6l2ev3lp6h2c,,1927320,0,0,0,0,0,1927320,0,1927320,,
4205,terra1fzq5m6sn2d8gy02q78m8jde34kc6u44f6knk4p,,600000,5555000000,0,50000400000,0,0,55556000000,0,55556000000,,
4206,terra1fzvmtp628rtzf0k8qs5exjxqvc548jtrscdk47,,167190056,0,0,0,0,1095,167191151,0,167191151,,
4207,terra1g04g8vcqn52m3njsvhnx02k6m94nkrn9awywgz,,512837,0,0,0,0,0,512837,0,512837,,
4208,terra1g0a8ywv5a0l0ucch3sudt0wuut6m0xra72chzp,,267414358,0,0,0,0,1095223009,1362637367,0,1362637367,,
4209,terra1g0eqf2ppcuequk7nwe982hufsa2g0r5svgwcwy,,0,0,0,0,0,0,0,0,0,,
4210,terra1g0nhyg4x86z8whldyyry4lus8p7t4vscnv0dnr,,0,0,0,0,0,0,0,44189180,187036998,,
4211,terra1g0puhpemfhhufgkscapdmnn9yzsead2g7f94tg,,0,0,0,0,0,0,0,0,0,,
4212,terra1g0rv6wg0tqkuhq7z8wy9z4lds9w4qhmf20e4f4,,0,0,0,0,0,3619450,3619450,0,3619450,,
4213,terra1g0wx85vsu3wyqwh0c8szfz8tj2vey5lvwvwxm5,,3669222226,0,0,0,0,0,3669222226,0,3669222226,,
4214,terra1g2090e8thsjj5wm7fye6vxflz43pxm7pnm8lmc,,0,0,0,0,0,0,0,0,0,,
4215,terra1g24ufjt3j89grcwxkcvj5xq8wxvs0daxfh0sg9,,679788665,0,0,0,0,66250,679854915,0,679854915,,
4216,terra1g25n7mp292a83vu2hap2lhg78dwnh78wsv4cx3,,0,0,0,0,0,0,0,509558290,2156778040,,
4217,terra1g278cdjspzm080myrya2ep5nvcmrtqvth5599s,,0,0,0,0,0,0,0,0,0,,
4218,terra1g27h6f77gp46p0fks83capug73akkmck5gj78r,,0,875244978,0,0,0,0,875244978,66790,875527676,,
4219,terra1g2ac37ut087tf9kqvsgznq6c548y6p0ynmal95,,0,0,0,0,0,0,0,0,0,,
4220,terra1g2h8zmzvqjmde4j3ex5q2mschg30z869gen76z,,11430,0,0,0,0,189592584,189604014,0,189604014,,
4221,terra1g2qj6f6frxnmflqnlum4jeu70e0uhrczk45vc9,,0,0,0,0,0,0,0,0,0,,
4222,terra1g2qvnz9ngvf08f6l5cvwl0xs4tdlhvjdwjxd2l,,0,0,0,0,0,0,0,"5130,000001",21713,,
4223,terra1g2ss46t2l2dpaxvff4d7uvg4h9np8few2dp5dm,,0,0,0,0,0,0,0,0,0,,
4224,terra1g2wx0sxdn859328ka7gvkw8dpj52t9skkdjncz,,0,0,0,0,0,0,0,0,0,,
4225,terra1g2xmly8fdshp4t9zqxqg904y3hg0nzlslgxlmr,,3394160,0,0,0,0,1267991347,1271385507,0,1271385507,,
4226,terra1g332jj0urv0ph5h230gggspnhjt0guv0wnephz,,160,0,0,0,0,0,160,0,160,,
4227,terra1g3h5r7ernvjh6xkldwvnp7uju8muxa9cr38vm4,,238515448,886360,0,0,0,121224711,360626519,1702,360633723,,
4228,terra1g3jtrmrfc7hktlgrw0jzw0y2jnyn9fylyhf95h,,13950,463990,0,0,0,229876489,230354429,0,230354429,,
4229,terra1g3n37lz2naczz0qkn004mejpux6mlgnr7hth8s,,24784290,0,0,0,0,25477873,50262163,1656538,57273696,,
4230,terra1g3rp7lgdg56tmz0nucedk7urxdgj0n3ysl5ssm,,0,0,0,0,0,0,0,0,0,,
4231,terra1g3v4sn3qv8mtj9ujjkqum55a94hz48e9uu5ml6,,4534454,0,0,0,0,0,4534454,0,4534454,,
4232,terra1g3zg2nancvtjpl5k8qvwuhdulgfsscaxs7m03l,,523697060,0,0,0,0,0,523697060,0,523697060,,
4233,terra1g43lpprpedrngpkajlk98u9z0alc545m0t5d7f,,0,0,0,0,0,0,0,0,0,,
4234,terra1g457g4hsdhhfd7hpru88q30t38ksvqvg2f53aa,,0,0,0,0,0,0,0,0,0,,
4235,terra1g4a7fhwt6cft2myf3fne7vw5tfdkvyh95d3an6,,115851745,0,0,0,0,3218568613,3334420358,0,3334420358,,
4236,terra1g4duuq797zhfx6pvp6c2l25gc4eyqjmt6sqguy,,0,1875873290,0,0,0,0,1875873290,0,1875873290,,
4237,terra1g4fxjajcymw3ynmjj8jnp4ljah86z9vzg6un9n,,0,0,0,0,0,0,0,0,0,,
4238,terra1g4umudtfs0e6yc4hkahyvh8r8js4rnfjpvgfdz,,0,0,0,0,0,137929331,137929331,4868820,158537305,,
4239,terra1g4x3vxecvclqc603wl87dgywsez7dgcmsyc0s3,,401030995,0,0,0,0,0,401030995,0,401030995,,
4240,terra1g4zv9yt3qx6zng7j50g5gsnkr8gquflnpatck5,,1871371727,0,0,0,0,115565597,1986937324,0,1986937324,,
4241,terra1g50tpegp5l6yy567lkanqyl0a46dck9nkfd52g,,533208300,0,0,0,0,0,533208300,0,533208300,,
4242,terra1g52zs653rstu6ldjj3vw39mtyslcdl4a0dk44v,,425522997,1156113179,0,0,0,0,1581636176,"5480,000001",1581659371,,
4243,terra1g5p4a257t7gcpamy4z3nqkfg7l45hq8epxkjhc,,0,0,0,0,0,0,0,0,0,,
4244,terra1g5zcsdzn5r8kvqfkfe8u64nrhn5vdnz80m38aa,,0,0,0,0,0,119749865,119749865,0,119749865,,
4245,terra1g642f3hvqenspdh260djd3r6tq8p96cc4cnfmd,,0,0,0,0,0,441212250,441212250,1079,441216817,,
4246,terra1g6666r4awjuscp5k45e456e2uzvst4qnm2hrhn,,0,0,0,0,0,6730,6730,0,6730,,
4247,terra1g66p9avpt45h35kxllx3ajsyhhhzlyxd2nm4aj,,0,0,0,0,0,0,0,5460,23110,,
4248,terra1g67y32fwp59d7j54upsj50hxaulya0nwtezg9e,,0,0,0,0,0,647769718,647769718,"3810,000001",647785844,,
4249,terra1g6gehh0xn694dfl5uphcu9yuehqe0jf5dd8pnh,,8340,0,0,0,0,0,8340,0,8340,,
4250,terra1g6gupn66tu56q00zqfmtur8z94jawc89vdazya,,0,0,0,0,0,0,0,0,0,,
4251,terra1g6hq4fnsy30v3ltlqz6agn3wnhdczxz0ncn4hw,,0,0,0,0,0,0,0,0,0,,
4252,terra1g6mskzqu0gjy6v99swhyu8qsxctxsxc2987dnw,,719360,0,0,0,0,0,719360,0,719360,,
4253,terra1g6nualwjak4mqzeyx7mk5amv8tm375d4j4txk2,,0,0,0,0,0,689650,689650,0,689650,,
4254,terra1g6qc9pwh7sy6jtrkd7fnzcs4j5z5spemey95ya,,0,0,0,0,0,0,0,0,0,,
4255,terra1g6qxxkwg4rh8rvn80d5ej66y5fahj9vv77d7w2,,1640,0,0,0,0,0,1640,0,1640,,
4256,terra1g6vw23zq9ge5wfqdpzgxqapeakm8r8q86twqfc,,1379790,0,0,0,0,0,1379790,0,1379790,,
4257,terra1g6y6ewwz0mtrsdx0thcx300n3ay2m3e3tjd6qq,,134464753,0,0,0,0,0,134464753,0,134464753,,
4258,terra1g6yc503jc24v8d4j97ss0vvvst0x5u4rl9quua,,95230588880,16184735547,0,0,0,0,111415324427,0,111415324427,,
4259,terra1g6z73w9gmslt8denv99u0aj2un94xd3pf7dq09,,0,0,0,0,0,0,0,548940,2323467,,
4260,terra1g70es3vwe3mjexdw3gjlqr2ezdvreymcpzu3a6,,0,0,0,0,0,0,0,0,0,,
4261,terra1g72j9pffptqmgvttuf0rlzw960mxqhj2064yjr,,0,0,0,0,0,0,0,0,0,,
4262,terra1g72xans8l8j97f6vc0fy2l9k3604lytmp305nk,,343891611,0,0,0,0,0,343891611,0,343891611,,
4263,terra1g749ntxen7473lvfhjew9qv77sjntcmcwxadec,,0,0,0,0,0,25819665,25819665,0,25819665,,
4264,terra1g76n5jt68qmnz5nvpdf7qyuy4gk2jkz5400tdn,,0,0,0,0,0,0,0,0,0,,
4265,terra1g79ghjl68062836pu9q5qx42wn77gw0ryxtd8w,,0,8179868394,0,0,0,0,8179868394,0,8179868394,,
4266,terra1g7auv609yjppwxak9ajxcenjwtk4zaaaktwl2d,,0,0,0,0,0,743966276,743966276,0,743966276,,
4267,terra1g7axzf6djnsrzv96s7yewpjgnxp8vhskrr7qfu,,148787166,0,0,0,0,0,148787166,0,148787166,,
4268,terra1g7cz7ccazp4n44hshr73pcllwmgztyz48r7h2m,,0,0,0,0,0,0,0,0,0,,
4269,terra1g7dvv3jwf8jr570t795274nc9e9x4rs6m58vfw,,0,0,0,0,0,267467770,267467770,0,267467770,,
4270,terra1g7gvsn54h5m8t8ddpr0lz8avm9keq0vsnfqxw7,,0,0,0,0,0,0,0,0,0,,
4271,terra1g7kceflclftrdhu9esp7q24rrwqxl2y4zr60cc,,392667,0,0,0,0,18363750,18756417,0,18756417,,
4272,terra1g7nrmllfn7l70ypx0e8pm803p6r6xdmudawq4k,,6879416,0,0,0,0,0,6879416,0,6879416,,
4273,terra1g7uc4lp906vth64f0e57prgx9mz58lpn4465gq,,0,0,0,0,0,0,0,0,0,,
4274,terra1g7z4vlzdwy3wdcs8zgyapcflfskcc9xk59dfe5,,0,0,0,0,0,6840,6840,15315168,64830470,,
4275,terra1g809xkyxz0z7hqhpckss3qu6v4r9d4rupmll76,,10126592450,0,0,0,0,0,10126592450,0,10126592450,,
4276,terra1g80ee9cyt0dxsvhd4z9cqdu43wfffcl39ja8d3,,0,1634551373,0,0,0,0,1634551373,0,1634551373,,
4277,terra1g886ksdjzzs5zutnngqdjhpmnl2qelnj664d9h,,7829,0,0,0,0,0,7829,0,7829,,
4278,terra1g88lva7fuj5sezf5ndhzd4vdymcnnjs3cs52sv,,0,7613950,0,0,0,0,7613950,0,7613950,,
4279,terra1g89zkykzscvt3w8rd96raptyf33e95pvs7jd79,,252866853,0,0,0,0,0,252866853,0,252866853,,
4280,terra1g8gksw4564s0y9d2ydh63466axgd40yzz432cu,,0,371350025,0,0,0,0,371350025,0,371350025,,
4281,terra1g8nmyqdzpl2agcrk3fcrs0hq0fyj0s9eq7u2wz,,5489730,0,0,0,0,0,5489730,0,5489730,,
4282,terra1g8qqahr7n48m8ehnmm4d8kxvjy376hdsemse8e,,20,0,0,0,0,0,20,0,20,,
4283,terra1g8s8wcl8n9z48t52rxkqllzj3p2uh7der7nnrh,,0,0,0,0,0,0,0,0,0,,
4284,terra1g90rhge9ugyzvsa57wyfhpyjpkpf74a8h5hmt7,,0,0,0,0,0,0,0,0,0,,
4285,terra1g92zaexnmm4vncwlx8p9v37mvurehfumx7r2jr,,0,0,0,0,0,0,0,0,0,,
4286,terra1g98chcwasav2c2su3x43pf39ujdrmruznpywdf,,0,0,0,0,0,0,0,0,0,,
4287,terra1g993pf4qyqfhvzst8y37mvla7an8jlnahccgzf,,0,0,0,0,0,0,0,0,0,,
4288,terra1g997l38vv6eu4x6wtnr36cmf94us6jcwsnk7ma,,63865200,0,0,0,0,0,63865200,0,63865200,,
4289,terra1g99jqp279qtxakg0mkcd5xdpvdyxjtjp9vy22n,,36180,0,0,0,0,108022244,108058424,1348931782,5817604324,,
4290,terra1g9a3jeuxdwa4ez9uf7t29ve8xdpyuz9x9dprql,,0,0,0,0,0,691467161,691467161,0,691467161,,
4291,terra1g9e9mygu75nk3jhpxsyt6j4nhgzpyfzjl87da9,,0,0,0,0,0,0,0,0,0,,
4292,terra1ga2qm8tdxmhvfu20ys3fnq4rp4wss37qx7sln5,,0,0,0,0,0,3297915513,3297915513,0,3297915513,,
4293,terra1ga3nzhgs5zketjsnslvu4hd2fyc6xt370gvhr8,,0,0,0,0,0,0,0,0,0,,
4294,terra1ga7x6aqwvpf8rux4l4h68ugm9ewtps2afqntqh,,0,0,0,0,0,282687463,282687463,0,282687463,,
4295,terra1ga98zapc39wfv9u3kplsg2wnm8htan9faf645v,,6055360,0,0,0,0,0,6055360,0,6055360,,
4296,terra1gae7v67w0739zv93ecrn4gcndlmx8v0yct74cc,,0,0,0,0,1788225600,0,1788225600,0,1788225600,,
4297,terra1gah6slmksqpdgtw2jk2erxkturkhgl40adtmkn,,2208003,30000000,0,0,0,0,32208003,0,32208003,,
4298,terra1gah8stlyjdfqejjcs588065qk84urcwwqd9xm6,,0,0,0,0,0,0,0,0,0,,
4299,terra1gan8naj2rvg5n0w4e54835nfuv7w0xtkwnmy4d,,0,"1710,000001",0,0,0,0,1710,6969560,29501365,,
4300,terra1gangq4h0xz5mekjf9apspqh0cffp6mwrla84j2,,0,0,0,0,0,0,0,0,0,,
4301,terra1gaq589g303daxu88pp4gmghujgtxtsvqcx307j,,0,660408985,0,0,0,0,660408985,7082409,690386290,,
4302,terra1gaq7sq2t3077tlw9wjzt3gf2c263l3mfnjxhwh,,2884999,0,0,0,0,0,2884999,0,2884999,,
4303,terra1gasefjx622zfnpgmrh7grvr8yrs2hwnr92uyh0,,0,0,0,0,0,222125452,222125452,0,222125452,,
4304,terra1gatat6xpyketzmx08e8f2m6lhtvjdxw9pvxvpu,,0,0,0,0,0,0,0,3992474650,16898717616,,
4305,terra1gaxf8zck7f726qg9g80mykl4fdtjrdq439hfkp,,0,0,0,0,0,0,0,465070920,1968478910,,
4306,terra1gaxvv4sq5sm58z4u6a2jh22c97etq009z0f7sr,,58120,0,0,0,0,0,58120,48489480,205296751,,
4307,terra1gay2szmgzgjt03dh2jvvnu503zg554a3ky5agg,,455438681,0,0,0,0,1754120,457192801,0,457192801,,
4308,terra1gay3w3d79ye3hl7gnzc7pek27ccrsgvnyf8dm2,,962470,77444990,0,0,0,394869233,473276693,765825194,3714740905,,
4309,terra1gc0eaw6ls8pw6kwwjfyhghplth7watvzyn3dfu,,130094636,0,0,0,0,0,130094636,0,130094636,,
4310,terra1gc0y978x0rh4q4960gh0ns7nf4uhnfca5gglsh,,0,0,0,0,0,0,0,23791781,100702102,,
4311,terra1gc7mg00hc2xz65njr23n9735emv4tdewn7rc9w,,0,0,0,0,0,90830889,90830889,0,90830889,,
4312,terra1gc9nsklpla48xqcy9w5hgz8wyj0vl8ek6fs9hh,,27439270,0,0,0,0,0,27439270,209507521,914209693,,
4313,terra1gcc9dx2zn7enf44kxtatm77yzueqrd70kpmsry,,662267725,395844232,0,0,0,0,1058111957,0,1058111957,,
4314,terra1gccx505ara007efg63g4rjzd9t62sdv98544ce,,9600727,0,0,0,0,0,9600727,1495523,15930741,,
4315,terra1gcg6sgtjeyzp7xwd0shdur0j7um20h7fnsqp93,,260,0,0,0,0,0,260,0,260,,
4316,terra1gck6a6kma77vdzrf5rvddrr54mzv68z4z07v2s,,4840,0,0,0,0,0,4840,6077034,25726752,,
4317,terra1gcklg9f0cfujnyv435rwgcled8uexusc759r79,,0,0,0,0,0,0,0,0,0,,
4318,terra1gcl8yxq3hjxp0d2swxn9zx8q0f8u7eg6yyxzw3,,0,0,0,0,0,0,0,2253898,9539944,,
4319,terra1gclzwlr3a2vhujhk00qd8zmc3uxrpct5hg2hsz,,0,0,0,0,0,0,0,0,0,,
4320,terra1gcq3l8sl0wnnh6re04z5p29jxazqffg0gvc90m,,0,0,0,0,0,168550,168550,0,168550,,
4321,terra1gcslw80lpe8tdl55myxhspdxljydeuvc6s83ye,,11142281,0,0,0,0,0,11142281,0,11142281,,
4322,terra1gcuk9gxgfkrctlgmyrdh58qqft77axyevrrhq8,,0,0,0,0,0,0,0,0,0,,
4323,terra1gd089rkl892n3djawr40x8w65vqktjs6scstg5,,0,0,0,0,0,26440,26440,0,26440,,
4324,terra1gd2a7jy5zhexepj7trwvytnr0v52g9z9hwfvuz,,0,0,0,0,0,0,0,0,0,,
4325,terra1gd7qyjzhus0ndfmwa5zxylss8kq033c4f8rxyn,,10,0,0,0,0,0,10,73548,311312,,
4326,terra1gd928fhl7ccvhdapzysvhlmde475rce6mhepwv,,173537649,0,0,0,0,0,173537649,0,173537649,,
4327,terra1gdaedtu0l5hsn3s0a8gksvmlyuam387d5mkmgt,,87590,0,0,0,0,0,87590,0,87590,,
4328,terra1gdfvzyzl9erpd05mlfejd94tw76c2atekytf53,,0,0,0,0,0,0,0,0,0,,
4329,terra1gdggmrjjr8ju0dczjxq445pvcq564ewvz3rkyv,,0,0,0,0,0,0,0,0,0,,
4330,terra1gdgz2qs0zwpcgxndd60exdw6klwvn3qyrez7a4,,0,16332006193,0,0,0,0,16332006193,0,16332006193,,
4331,terra1gdhrvs3a4qp8aprpyx969aysaauuwj5se0g8xa,,5610,747352740,0,0,0,0,747358350,56833714,987915140,,
4332,terra1gdjndvdq9aedh879g42uqeadu0ver8snpdwu3c,,892209610,300126309,0,0,0,0,1192335919,317515664,2536266192,,
4333,terra1gdpwdjkl2zjcu7xv6lz6tn4s4t93s6dte8tltw,,0,210960041,0,0,0,0,210960041,0,210960041,,
4334,terra1gdpyt6nzfpmyqlsr6nhn3vn79e98wht0236yzl,,9630071,0,0,0,0,0,9630071,0,9630071,,
4335,terra1gdqsp6atr72j3k9e89uneh9uln8k5d2zvek6c7,,87590,0,0,0,0,0,87590,0,87590,,
4336,terra1gdrhrr9qdzavvtz52wm7pu3tkfcnlpnk4vhnhx,,5163226,0,0,0,0,0,5163226,0,5163226,,
4337,terra1ge0r2s29vtjnkjgczsf7j3sgwa862wfze9565f,,0,0,0,0,0,0,0,0,0,,
4338,terra1ge39u4zc5m8a9mwvqwhfz5anpvg400thqf9r4z,,9671786,0,0,0,0,0,9671786,325582413,1387745723,,
4339,terra1ge3xclhww9gmx0h3rnmml0y39yytss9g4ytwxm,,10,151747643,0,0,0,0,151747653,97930,152162156,,
4340,terra1ge4q8yjfr8f5d6u8eag9s4d9uuqxq7tj0hzee8,,1178330,0,0,0,0,0,1178330,0,1178330,,
